OD,strain,ODb,biomass,time,carbon
0.663,ptsG,0.6266038251366117,0.0025001492622950807,28.238888888888887,g
0.668,ptsG,0.6316038251366117,0.002520099262295081,28.488888888888887,g
0.673,ptsG,0.6366038251366117,0.0025400492622950806,28.738888888888887,g
0.675,ptsG,0.6386038251366117,0.002548029262295081,28.988888888888887,g
0.68,ptsG,0.6436038251366117,0.002567979262295081,29.238888888888887,g
0.683,ptsG,0.6466038251366117,0.002579949262295081,29.488888888888887,g
0.685,ptsG,0.6486038251366117,0.0025879292622950807,29.738888888888887,g
0.687,ptsG,0.6506038251366117,0.002595909262295081,29.988888888888887,g
0.688,ptsG,0.6516038251366116,0.0025998992622950808,30.238888888888887,g
0.036,ptsG,-0.0003961748633882767,-1.580737704919224e-06,0.0,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,0.2388888888888889,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,0.4888888888888889,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,0.7388888888888889,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,0.9888888888888889,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,1.2388888888888887,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,1.4888888888888887,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,1.7388888888888887,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,1.9888888888888887,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,2.238888888888889,g
0.037,ptsG,0.0006038251366117242,2.40926229508078e-06,2.488888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,2.738888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,2.988888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,3.238888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,3.488888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,3.738888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,3.988888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,4.238888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,4.488888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,4.738888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,4.988888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,5.238888888888889,g
0.038,ptsG,0.001603825136611725,6.399262295080784e-06,5.488888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,5.738888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,5.988888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,6.238888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,6.488888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,6.738888888888889,g
0.039,ptsG,0.002603825136611726,1.0389262295080787e-05,6.988888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,7.238888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,7.488888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,7.738888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,7.988888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,8.238888888888889,g
0.04,ptsG,0.003603825136611727,1.4379262295080789e-05,8.488888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,8.738888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,8.988888888888889,g
0.041,ptsG,0.004603825136611728,1.8369262295080797e-05,9.238888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,9.488888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,9.738888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,9.988888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,10.238888888888889,g
0.043,ptsG,0.006603825136611723,2.6349262295080774e-05,10.488888888888889,g
0.043,ptsG,0.006603825136611723,2.6349262295080774e-05,10.738888888888889,g
0.044,ptsG,0.0076038251366117235,3.0339262295080775e-05,10.988888888888889,g
0.044,ptsG,0.0076038251366117235,3.0339262295080775e-05,11.238888888888889,g
0.045,ptsG,0.008603825136611724,3.432926229508078e-05,11.488888888888889,g
0.045,ptsG,0.008603825136611724,3.432926229508078e-05,11.738888888888889,g
0.046,ptsG,0.009603825136611725,3.831926229508079e-05,11.988888888888889,g
0.046,ptsG,0.009603825136611725,3.831926229508079e-05,12.238888888888889,g
0.047,ptsG,0.010603825136611726,4.230926229508079e-05,12.488888888888889,g
0.048,ptsG,0.011603825136611727,4.629926229508079e-05,12.738888888888889,g
0.048,ptsG,0.011603825136611727,4.629926229508079e-05,12.988888888888889,g
0.049,ptsG,0.012603825136611728,5.0289262295080796e-05,13.238888888888889,g
0.05,ptsG,0.013603825136611729,5.4279262295080797e-05,13.488888888888889,g
0.051,ptsG,0.014603825136611723,5.826926229508077e-05,13.738888888888889,g
0.051,ptsG,0.014603825136611723,5.826926229508077e-05,13.988888888888889,g
0.052,ptsG,0.015603825136611724,6.225926229508077e-05,14.238888888888889,g
0.053,ptsG,0.016603825136611725,6.624926229508078e-05,14.488888888888889,g
0.055,ptsG,0.018603825136611726,7.42292622950808e-05,14.738888888888889,g
0.056,ptsG,0.019603825136611727,7.821926229508079e-05,14.988888888888889,g
0.057,ptsG,0.020603825136611728,8.22092622950808e-05,15.238888888888889,g
0.059,ptsG,0.022603825136611723,9.018926229508078e-05,15.488888888888889,g
0.061,ptsG,0.024603825136611725,9.816926229508078e-05,15.738888888888889,g
0.064,ptsG,0.027603825136611727,0.00011013926229508078,15.988888888888889,g
0.066,ptsG,0.02960382513661173,0.0001181192622950808,16.23888888888889,g
0.069,ptsG,0.03260382513661173,0.00013008926229508082,16.48888888888889,g
0.07,ptsG,0.03360382513661173,0.0001340792622950808,16.73888888888889,g
0.075,ptsG,0.03860382513661172,0.00015402926229508078,16.98888888888889,g
0.078,ptsG,0.041603825136611726,0.0001659992622950808,17.238888888888887,g
0.082,ptsG,0.04560382513661173,0.00018195926229508082,17.488888888888887,g
0.086,ptsG,0.04960382513661172,0.00019791926229508077,17.738888888888887,g
0.089,ptsG,0.05260382513661172,0.00020988926229508075,17.988888888888887,g
0.094,ptsG,0.057603825136611726,0.0002298392622950808,18.238888888888887,g
0.099,ptsG,0.06260382513661172,0.0002497892622950808,18.488888888888887,g
0.102,ptsG,0.06560382513661173,0.0002617592622950808,18.738888888888887,g
0.108,ptsG,0.07160382513661173,0.00028569926229508083,18.988888888888887,g
0.114,ptsG,0.07760382513661174,0.00030963926229508085,19.238888888888887,g
0.121,ptsG,0.08460382513661172,0.00033756926229508075,19.488888888888887,g
0.129,ptsG,0.09260382513661172,0.0003694892622950808,19.738888888888887,g
0.136,ptsG,0.09960382513661173,0.0003974192622950808,19.988888888888887,g
0.145,ptsG,0.10860382513661171,0.0004333292622950807,20.238888888888887,g
0.155,ptsG,0.11860382513661172,0.00047322926229508076,20.488888888888887,g
0.167,ptsG,0.13060382513661173,0.0005211092622950808,20.738888888888887,g
0.178,ptsG,0.1416038251366117,0.0005649992622950807,20.988888888888887,g
0.193,ptsG,0.15660382513661172,0.0006248492622950809,21.238888888888887,g
0.207,ptsG,0.1706038251366117,0.0006807092622950808,21.488888888888887,g
0.224,ptsG,0.18760382513661172,0.0007485392622950808,21.738888888888887,g
0.241,ptsG,0.2046038251366117,0.0008163692622950808,21.988888888888887,g
0.26,ptsG,0.22360382513661173,0.0008921792622950807,22.238888888888887,g
0.281,ptsG,0.24460382513661175,0.0009759692622950808,22.488888888888887,g
0.304,ptsG,0.26760382513661174,0.001067739262295081,22.738888888888887,g
0.331,ptsG,0.29460382513661176,0.001175469262295081,22.988888888888887,g
0.359,ptsG,0.32260382513661173,0.0012871892622950808,23.238888888888887,g
0.389,ptsG,0.35260382513661176,0.001406889262295081,23.488888888888887,g
